paid,region,gwno,conflict_id,conflict_name,dyad_id,dyad_name,actor_id,actor_name,incompatibility,pa_name,year,pa_date,pa_comment,pa_sign,c_sign,pa_3rd,c_3rd,ended,duration,c_duration,cease,intarmy,ddr,withd,mil_prov,pp,intgov,intciv,elections,interim,natalks,shagov,pol_prov,aut,fed,ind,ref ,shaloc,regdev,cul,demarcation,locgov,terr_prov,amn,pris,recon,return ,justice_prov,reaffirm,outlin,pko,gender,co_impl,termdur,noconf17,txt,linktofulltextagreement,inclusive,no_dyad,pa_type,out_iss,procID,frame,version,dateintervalstart_meta,dateintervalend_meta
1101,4,450,341,Liberia: Government,"762, 761","Government of Liberia - MODEL, Government of Liberia - LURD","7065, 7052, 4231, 79, 510, 509","ECOWAS, United Nations, African Union, Government of Liberia, MODEL, LURD",2,"Comprehensive Peace Agreement Between the Government of Liberia and the Liberians United for Reconciliation and Democracy (LURD) and the Movement for Democracy in Liberia (MODEL) and Political Parties (""Accra Peace Agreement"")",2003,2003-08-18,"Full peace agreement

The peace agreement, signed at Accra in Ghana, provides for a transitional power-sharing government called the National Transitional Government of Liberia (NTGL) to be installed on 14 October 2003, and its mandate would run until January 2006.

The parties reaffirmed the earlier ceasefire and agreed to a national process of cantonment, disarmament, demobilization, rehabilitation and reintegration of the armed forces. It was stipulated that a new national army would be created, comprised of combatants from all of the parties and any civilians with the appropriate background and experience. A restructuring of the security forces would also commence once the cantonment process had ended, creating a National Police Force, an Immigration Force, a Special Security Service, custom security guards and other statutory security units. ECOMOG was to establish a multinational peacekeeping force to preserve the peace.

A Transitional Government was established under the agreement, and will enjoy full authority over the unified country. The Transitional Government was one of power-sharing, assuring the warring factions, the political parties and civil society a specific number of seats in the unicameral assembly. The new government would consist of 76 members: 12 each from the three warring parties; 18 from political parties; seven from civil society and special interest groups; and one from each of Liberia’s 15 counties. The warring parties, the opposition parties and civil society groups will share ministerial portfolios and employment opportunities in the cabinet and parliament. Elections were to be held no later than 2005.

Agreements were also reached on the repatriation of refugees and IDP’s, on a recommendation for a general amnesty and the establishment of a truth and reconciliation commission.","The Accra Peace Agreement was signed on 18 August 2003, by all three warring parties, the Government of the Republic of Liberia (GOL), the Liberians United for Reconciliation and Democracy (LURD) and the Movement for Reconciliation and Democracy (MODEL). In addition, a number of political parties signed, National Patriotic Party, Unity Party, Liberian People’s Party, National Reformation Party, Labor Party, Liberia Unification Party, Liberian Action Party, People’s Democratic Party, National democratic Party, Free Democratic Party, Reformation Alliance Party, All-Liberian Coalition Party, True Whig Party, United People’s Party, Liberia National Union, Equal Rights Party, Progressives People’s Party, New Deal Movement. The witnesses that signed the agreement include for instance, the mediator, ECOWAS, United Nations, and the African Union. See peace agreement for further information.",Comprehensive peace agreement,ECOWAS/ The International Crisis Group on Liberia (ICGL); The Inter-Religious Council (IRC); Mediator General Abdulsalami Abubakar (former Head of State of Nigeria); ECOMIL; and UNMIL.,"ECOWAS and the Inter-Religious Council (IRC) of Liberia facilitated the talks in Freetown, 7-8 February with Sierra Leone as host. The negotiations in Akosombo and Accra, between the 4 June and 18 August, took place within the framework of the ECOWAS Peace Process for Liberia, under the auspices of the current Chairman of ECOWAS, His Excellency John Agyekum Kufuor, President of the Republic of Ghana, and the mediation of General Abdulsalami Abubakar, former Head of State of Nigeria. The International Crisis Group on Liberia (ICGL) has urged the parties to participate in talks. The group comprises Ghana, Morocco, Nigeria, Britain, France, the USA, African union, ECOWAS and the UN. 

In the beginning of August the first soldiers arrived from the ECOMIL force (ECOWAS military mission), which is to consist of 3250 troops. On 1 October this force handed over power to UNMIL (United Nations Mission in Liberia) which is planned to consist of 15 000 peacekeepers and 1115 international civilian police when it is fully deployed. In November 4300 of the peacekeepers had been deployed.",,,,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Lib%2020030818.pdf,1,2,1,3,30,2,22.1,1975-01-01,2021-12-31
1098,1,343,417,"Macedonia, FYR: Government",877,Government of North Macedonia - UCK,"7053, 3, 47, 361","European Union, Government of United States of America, Government of North Macedonia, UCK",2,The Ohrid Agreement,2001,2001-08-13,"Full peace agreement

The agreement stipulates a complete cessation of hostilities, a complete voluntary disarmament of the ethnic Albanian armed groups and their complete voluntary disbandment. External defence will in the future be handled by the central government, but the agreement provides an arrangement with the goal to reach total ethnic equality in the police forces, and as a first step 500 policemen not of Macedonian ethnicity are to be hired. It was furthermore agreed that the UCK members would cede their armaments to NATO troops.

The peace agreement provided for greater rights for the ethnic Albanian community. Constitutional changes were to be made on a number of aspects: members of the minority groups, such as the Albanians, were to be referred to as Macedonian citizens and Albanian was given status of official language in areas where speakers constituted 20% of the population. Furthermore, Albanians were given the right to proportional representation in the judiciary, all areas of government administration and security forces. Greater rights were also provided for as for national and local politics, education and state employment. The double majority method was adopted, whereby legislation affecting minorities required not only a majority of parliamentary votes, but also a majority of votes of those deputies who were not members of the ethnic majority. Lastly a program for the resettlement of displaced persons is established.","Boris Trajkovski President of the Republic of Macedonia, Ljubco Georgievski Arben Xhaferi President of the VMRO-DPMNE President of the Democratic Party of Albanians, Branko Crvenkovski Imer Imeri President of the Social Democratic President of the Party for Democratic Union of Macedonia Prosperity 

Witnessed By : François Léotard Special Representative of the European Union James W. Pardew Special Representative of the United States of America","The peace agreement was signed by the four largest parties in the parliament: the IMRO-DPMNU, the SDAM, the PDP and the DPA. No UCK representatives signed the agreement. However, as was the case during the negotiations, the Albanian political parties were seen as a proxy for the UCK. Even though the UCK was excluded from the peace talks, its political chief, Ali Ahmeti, had the power to determine whether the Albanian parties should sign the agreement or not.","NATO, European Union, United States of America","The peace agreement provided for the establishment of a NATO mission, Operation Essential Harvest, whose mandate was to disarm the UCK and to destroy its weapons within 30 days. This mission was followed by reduced NATO operations which were maintaining security in order to facilitate the implementation of the peace agreement.

The European Union and USA witnessed the signing of the agreement.",,,"Sporadic violence occurs in western Macedonia, and inter-ethnic tension remained high. However, the government proceeded with the implementation of the peace agreement.",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,-99,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Mac%2020010813.pdf,1,1,1,0,31,2,22.1,1975-01-01,2021-12-31
1039,4,432,372,Mali: Azawad,800,Government of Mali - MPA,"109, 72, 521","Government of Algeria, Government of Mali, MPA",1,Tamanrasset Accord,1991,1991-01-06,"Partial peace agreement

The agreement was signed in Tamanrasset, Algeria, on 6 January 1991.

The first point in the agreement was a ceasefire and a cessation of hostilities. The ceasefire did not contain any territorial concessions; instead the forces of the warring parties were to remain in their present locations. For the rebels this meant a continued occupation of northern Mali. At a later stage the North would be completely demilitarized through a phased withdrawal. The agreement provided for a demobilization and subsequent integration into the armed forces for the rebels. It was also agreed that the armed forces of Mali would not have the mandate to interfere in internal political activities. The ceasefire would be monitored by a joint commission, which would include Algeria, the mediator in this conflict.

Internal autonomy was to be granted to the Adrar region (i.e. Gao and Timbuktu); and additional state funds were to be allocated to the development of the region. A final provision was that all prisoners were to be released.","Malian regime (the Malian ambassador in Algeria, Sinally Coulibali), the Azawad Peoples Movement (MPA) (the MPAs leader Iyad Ag Ghali) and the Islamic Arab Front of Azawad (FIAA) (It seems as if Iad Ag Ghali also signed on behalf of the FIAA)","Dyadic peace agreement
For the government of Mali: Colonel Ousmane Coulibaly
Membre du Conseil National Chef d’État: Major Général des Armée
For the Mouvement Populaire de lAzaouad et le Front Islamique Arabe: Iyad Ag Ghali Secretary general of the movement
In the presence of the Minister of Interior Department of Algeria",Algeria,"Algeria was responsible for the mediation throughout the conflict, and had an important role to play as mediator as it was one of the only actors which had the capacity to put pressure on the different Tuareg rebel groups. The FIAA leader, for example, at times led the FIAA from Algeria.",True,1994-09-01,"Tamanrasset Accord, signed on 6 January lasted until September 1994 when the FIAA, which was a signatory of both agreements, declared war on the Malian government, resulting in a minor armed conflict that year.",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/mal19910106.pdf,2,1,2,2,54,2,22.1,1975-01-01,2021-12-31
1041,4,432,372,Mali: Azawad,800,Government of Mali - MPA,"72, 521","Government of Mali, MPA",1,Mopti Accord,1991,1991-12-18,"Peace process agreement

The parties met in Mopti and agreed to future talks on 16 January in Algeria. The agreement included an end to attacks on civilians, marking the end of an 18-month uprising. 

The agreement also included a release of rebel prisoners. An independent commission was established to examine the ""violent acts and losses"" suffered in the fighting. The talks set for January in Algeria were to address details on cessation of attacks on military targets and army action.","Mopti Accord was signed by the Malian regime and the Revolutionary Army for the Liberation of Azawad (ARLA), the FIAA, the Popular Front for the Liberation of Azawad (FPLA) and the MAP.",Dyadic peace agreement,Algeria,The Mopti Accord was mediated by Algeria,True,1994-09-01,"The agreement was signed on 18 December 1991 and endured until September 1994 when the FIAA, which was a signatory of both agreements, declared war on the Malian government, resulting in a minor armed conflict that year.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,,2,1,3,4,54,1,22.1,1975-01-01,2021-12-31
1040,4,432,372,Mali: Azawad,800,Government of Mali - MPA,"935, 522, 934, 72, 521","ARLA, FIAA, FPLA, Government of Mali, MPA",1,Pacte National,1992,1992-04-11,"Full peace agreement

The National Pact was signed in Bamako, Mali, and finalized the Mopti Accord, which was signed in 1991.The agreement stipulated a new ceasefire, which forbade further movements of troops and froze the armed forces of both tparties in the locations they occupied. A military pact was made, in which the Tuareg rebels were to be voluntarily integrated into any branch of the ‘uniformed’ forces; i.e. military, police or gendarmerie. The North was to be completely demilitarized.

The agreement finalized the provisions of the Mopti accord, amending the political structure of Mali through a decentralization of authority to regional and sub-regional assemblies of an executive character. These new assemblies mainly had powers in socio-economical, cultural and budgetary sectors of governance. Special administrative structures were agreed upon for the Adrar region. Four seats in the assembly were assigned specifically to delegates from the Northern peoples of Mali to strengthen their representation in the democratic institutions. Ex-rebels were also to be integrated into different levels of government institutions and efforts were to be made to more fully integrate the Tuareg in the political and economic spheres of the country.

The agreement contained provisions for a full return of displaced persons and refugees.","For the government of Mali: Colonel Brehima Sire Traore; 
For the Coordination Bureau of the Unified Movements and Fronts of the Azawa, Zahaby ould Zeidane Ag Sidi Alamine

The President of the Transitional Committe for the Salvation of the People (CTSP) Lt Colonel Amadou Toumani Touré","Dyadic peace agreement
The National Pact was signed by the Malian regime (the Malian Interior Minister, Colonel Brehima Sire Traore ) and the Azawad Unified Movements and Fronts (MFUA) (Zeidane Ag Sidi Alamine, spokesman for the MFUA) which was an umbrella-organization for the ARLA, FIAA, FPLA and MPA.","Algeria, Ahmed Baba Miske (from Mauritania) and Edgar Pisani (France)",The National Pact was mediated by Algeria and the country was also a guarantor of the Pact. Ahmed Baba Miske (from Mauritania) and Edgar Pisani (France) also played a role in the mediation leading up to the National Pact.,True,1994-09-01,"The agreement lasted until September 1994 when the FIAA, which was a signatory of the Pact, declared war on the Malian government, resulting in a minor armed conflict that year.",1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,2,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/National%20pact%20Mali%20inscannad.pdf,2,1,1,0,54,3,22.1,1975-01-01,2021-12-31
1609,4,432,372,Mali: Azawad,11985,Government of Mali - CMA,"78, 84, 4231, 7065, 7052, 7066, 7053, 72, 1158","Government of Burkina Faso, Government of Nigeria, African Union, ECOWAS, United Nations, OIC, European Union, Government of Mali, CMA",1,"Preliminary agreement for the presidential election and inclusive peace negotiations in Mali (""Ouagadougou Preliminary Agreement"")",2013,2013-06-18,"Partial peace agreement 

This agreement provides for elections and a cessation of hostilities between the parties, and aims to promote national reconciliation in the interest of sustainable peace. The behavior of the parties is regulated through a ceasefire and definitive end to hostilities, to enter into force after the date of signature of the agreement. In addition, the parties agree to disarm armed groups with a DDR framework. As part of the ceasefire, MISMA/MIUSMA forces are to be deployed in the region of Kidal. 

Regarding the incompatibility, the parties affirmed their mutual desire to ""preserve the integrity of the national territory [and] national unity"". They commit to an inclusive dialogue process to find a solution to the crisis. The dialogue will address outstanding issues, primarily that of the organization of Mali regarding the northern regions or Azawad. Other issues to be addressed include reorganization of the defense forces, DDR, and justice and reconciliation. 

The agreement provides for presidential elections to be held in July 2013. As part of the normalization process, humanitarian aid is to be facilitated and displaced persons and refugees are to be voluntarily returned. A Joint Technical Security Committee and Monitoring and Evaluation Committee are established to implement parts of the agreement.  Prisoners held because of the conflict are to be released. Finally, an international inquiry is to be created to investigate changes of war crimes, crimes against humanity, genocide, sexual crimes, drug trafficking, and other violations of international humanitarian and human rights laws.","(Signed)
Pour le Gouvernement d'union nationale de la République du Mali, le Ministre de la Défense et des Anciens Combattants et P/D: 
Colonel Moussa Sinko COULIBALY
Ministre de l' Administration Territotiale de la Décentralisation et de l' Aménagement du Territoire.

(Signed)
Pour le Mouvement national pour la libération de l'Azawad
Bilal Ag CHERIF

(Signed)
Pour le Haut Conseil pour l'unité de l'Azawad
Alghabass Ag INTALLA 

Third parties:
(Signed)
Le Médiateur
Blaise Compaore
Président du Faso

(Signed)
Le Médiateur associé
Goodluck Ebele Jonathan
Président de la République Fédérale du Nigeria

Témoins

(Signed)
Haut Représentant de l'Union Africaine et Chef de la MISMA
Pierre BUYOYA

(Signed)
Représentant Spécial du Secrétaire Général des Nations Unies et Chef de Mission de la MINUSMA
Bert Koenders

(Signed)
Représentant de L'Organisation de la Coopération Islamique (OCI)
Yipene Djibril Bassole

(Signed)
Représentant l'Union Européenne (UE)
Michel REVEYRAND de MENTHON","Dyadic Peace Agreement signed in Ouagadougou, Burkina Faso on 18 June 2013. 

The agreement was signed by MNLA, which later became part of CMA in June 2014. According to UCDP coding rules, MNLA therefore had a name change to CMA. For this reason, this peace agreement is coded as being signed between the Government and CMA. ","Burkina Faso, Nigeria, AU, ECOWAS, UN, OIC, EU","ECOWAS acted as the mediator through Mr. Blaise Compaore, President of Burkona Faso. Mr. Goodluck Jonathan, President of Nigeria, was Associate Mediator. The AU, UN, EU, France, Switzerland, Algeria, Mauritania, and Niger are listed as facilitators, though representatives of all did not sign the agreement.",True,2013-09-27,"On 28 July the presidential vote subsequently went ahead. Voter turnout was however low in the Kidal area, estimated by the election commission at 12 percent in the district. After a second round run-off held on 11 August, former Prime Minister Ibrahim Boubacar Keïta was declared winner and new president of Mali. His election was cautiously welcomed by the Tuareg rebels, with Sidi Mohammed Ag Sarid, homeland security spokesman for MNLA saying that “he may be the man for the job, given his past. … He has never been responsible for acts that have harmed Azawad.""

On the ground the ceasefire was fragile, however. MNLA fighters – stipulated in the accord to be cantoned in camps – came and went, citing a lack of electricity, food and water in the cantonment areas. Meetings between them and government troops were reported to be tense, with each side flying its own flag, accusing the other of provocation.

In late September MNLA withdrew from the peace process, accusing Bamako of not respecting its commitments to the truce. Only days later, the parties clashed in Kidal. However, on 5 October the rebels once more announced that they were in favor of resumed peace talks. In late October the president asked a national congress to draw up plans for increased regional autonomy, stating that northern Tuaregs had legitimate concerns that should be addressed but insisted that demands for independence were unacceptable.

The deadline for the initiation of inclusive peace talks expired at the beginning of November without any formal process having been launched. During the rest of the year, it was reported that contacts between the parties continued, but through informal channels. It was also reported that the atmosphere was becoming increasingly tense. ",1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Mal%2020130618.pdf,2,1,2,2,121,1,22.1,1975-01-01,2021-12-31
1517,4,432,372,Mali: Azawad,11985,Government of Mali - CMA,"87, 72, 1158","Government of Chad, Government of Mali, CMA",1,Summary of Conclusions of the Preparatory Consultations for Implementation of the Agreement for Peace and Reconciliation in Mali stemming from the Algiers Process,2015,2015-06-05,"Peace process agreement

This agreement was signed during consultations with the CMA faction that had refused to sign the Accord for peace and reconciliation in Mali emanating from the Algiers process on 15 May 2015. The agreement seek to establish the conditions needed for CMA to sign the Agreement as soon as possible and to further implementation for the Agreement for Peace and Reconciliation in Mali. 

It reaffirms the parties' commitment to the cessation of hostilities and outlines processes for integration of combatants in the national defense forces, as well as steps to be taken for regional development. 

With regard to the incompatibility, this agreement aims to help relieve tensions over contested territory and engage in further dialogue with the government. CMA also  commitment to sign the Agreement for Peace and Reconciliation in Mali stemming from the Algiers Process on 20 June 2015, on the understanding that the Government would take all necessary steps to remove any judicial, administrative or practical obstacles.","Government of Mali: Abdoulaye Diop, Minister for Foreign Affairs, African Integration and Economic Cooperation 

CMA: M Sidi Brahim Ould Sidatt

Third Parties: 
Pour la Médiation

(Signed)
Pour la République Algérienne Démocratique et Populaire, Chef de file de la Médiation S.E.M. Ramtane LAMAMRA, Ministre d'Etat, Ministre des Affaires Etrangères et de la Coopération Internationale

(Signed)
Pour l'Organisation des Nations Unies/Mission Multidimensionnelle intégrée des Nations Unies pour la Stabilisation du Mali S.E.M. Mongi HAMDI,
Représentant spécial du Secrétaire Général des Nations Unies
Chef de la MINUSMA

(Signed)
Pour l'Union Africaine
Dr Issaka Souaré

(Signed)
Pour l'Organisations de la Coopération Islamique
M. Djibril Bassolé
Envoyé spécial de l'OCC pour le Mali et le Sahel

(Signed)
Pour l'Union Européenne
M. Frédéric MATHIEU

(Signed)
Pour le Burkina Faso
M. Dominique DJINDJERE,
Ambassadeur du Burkina Faso en Algérie

(Signed)
Pour la République Islamique de Mauritanie
M. Ould Mogueya BOULLAH
Ambassadeur de la République Islamique de Mauritanie en Algérie

(Signed)
Pour la République du Niger
M. El Hadj Mahamidou Yahaya
Ambassadeur de la République du Niger en Algérie

(Signed)
Pour la République Fédérale de Nigeria
M. Iliya Ali Duniya Nuhu
Ambassadeur de la République Fédérale de Nigeria au Mali

(Signed)
Pour la République du Tchad
S.E.M. Saleh Hamid HEGUERA
Ambassadeur de la République du Tchad en Algérie

Etaient présents

(Signed)
La République Francaise
M. Jean Christophe BELLIARD
Directeur d'Afrique et de l'Océan Indien

(Signed)
Les Etats-Unis d'Amérique
Mme. Joan A. Polaschik
Ambassadeur des Etats-Unis en Algérie","Dyadic peace agreement signed in Algiers, Algeria on 5 June 2015. 

The agreement did not include the other major opposition group, the Platform. However this agreement was signed with the part of CMA that had refused to sign the Accord for peace and reconciliation in Mali emanating from the Algiers process. ","Algeria, Burkina Faso, Mauritania, Niger, Nigeria, Chad, MINUSMA, OIC, EU, AU, USA, France, ",,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Mal%2020150605.pdf,2,1,3,2,103,1,22.1,1975-01-01,2021-12-31
30,4,432,372,Mali: Azawad,11985,Government of Mali - CMA,"72, 1158","Government of Mali, CMA",1,Accord for peace and reconciliation in Mali emanating from the Algiers process,2015,2015-06-20,"Full peace agreement 

On 20 June 2015, the main rebel actor CMA added its signature to Accord for peace and reconciliation in Mali emanating from the Algiers process (Accord pour la paix et la réconciliation au Mali issu du processus d’Alger).  The agreement provides for political and security reforms, including a framework for greater representation in the National Assembly. It also provides for a UN peacekeeping operation in Mali, MINUSMA, and for DDR processes. 

The agreement was the product of a negotiation process that had commenced in September 2014 and where two main camps had emerged among the armed rebel forces: CMA and Platform. The former includes MNLA and number of other pro-independence groupings, whereas the latter is made up of movements that seek national unity. 

The Accord for peace and reconciliation in Mali emanating from the Algiers process was signed by the government and Platform, as well as by two minor groups from the CMA umbrella, on 15 May. However, the bulk of CMA refused to sign the accord in the light of events on the ground. A couple of weeks earlier, Platform groups had ousted CMA from the important town Menaka, and the separatists demanded that Platform withdraw from the town before they would consider signing the accord. On 18 June, Platform agreed to this demand, and, subsequently, on 20 June the remainder of CMA agreed to the accord. 

With regard to the incompatibility, the Agreement aims to deal with the basic causes of the conflict and to achieve national reconciliation and unity. It recognizes and addresses territorial integrity and the need to incorporate ethnic, cultural, and territorial diversity in the peace process, service delivery, and in governance systems. 

In addition to the political and security reforms, the Agreement also includes provisions for national reconciliation and broad sustainable regional development, addressing cultural, economic, health, and infrastructure needs. Humanitarian provisions include addresses return of refugees and displaced persons. ","For the Government of the Republic of Mali: 
His Excellency Mr. Abdoulaye Diop, Minister for Foreign Affairs, African Integration and Economic Cooperation 
Mr. Ahmed Ould Sidi Mohamed 
Mr. Harouna Toureh 
Mr. Fahd Ag Almahmoud

For the Coalition du peuple pour l'Azawad:
Mr. Mohamed Ousmane Ag Mahamedoun 
For the Coordination des mouvements et forces patriotiques de resistance 2:
Mr. Younoussa Touré ","Comprehensive peace agreement signed in Algiers, Algeria on 20 June 2015. ","Algeria, MINUSMA, AU, ECOWAS, OIC, EU, Burkino Faso, Mauritania, Niger, Nigeria, Chad","Algeria led the Mediation Team, which was comprised of other members Burkina Faso, Mauritania, Niger, Nigeria, Chad and the international actors ECOWAS, OIC, AU, and EU. These and others are named in the Agreement as actors in the implementation of various provisions. ",,,,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Mal%2020150620.pdf,1,1,1,0,122,2,22.1,1975-01-01,2021-12-31
1403,4,435,428,Mauritania: Sahrawi Arab Democratic Republic (Western Sahara),893,Government of Mauritania - POLISARIO,"74, 563","Government of Mauritania, POLISARIO",1,Algiers Agreement,1979,1979-08-10,"Full peace agreement

On 10 August 1979, POLISARIO and the government of Mauritania signed a peace agreement in Algiers, whereby Mauritania gave up all claims to Western Sahara. 

In terms of regulation of armed activities, Mauritania promised to withdraw its forces from Western Sahara.

With regards to the incompatibility between the parties, Mauritania recognised POLISARIO as the representatives of the Saharawi people. POLISARIO, for its part, promised not to make any territorial claims to Mauritanian territory. 

The agreement also provided for joint mechanisms to oversee implementation. On 14 August, the Mauritanian Prime Minister issued a declaration accompanying the agreement, where he called for Morocco to also withdraw from Western Sahara and urged the international community to help ensure the territory’s independence.","Government of Mauritania
POLISARIO","The agreement was signed in the presence of Mauritanian government representative Lt.-Col. Ahmed Salem Ould Sidi, POLISARIO’s Deputy Secretary-General Bachir Mustapha Sayed, and four Algerian ministers.",Algeria,The agreement was facilitated and witnessed by Algerian representatives.,,,"The agreement was not contested by any of the warring parties, POLISARIO and Mauritania. However, immediately after the agreement was signed, Morocco announced its intention to occupy the part of Western Sahara ceded to POLISARIO. As Mauritania withdrew, Moroccan troops moved in and occupied the territory, pronouncing it a Morroccan province under the name Oued ed-Dahab.",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/MR_790810_Mauretanio-SahraouiAgreement.pdf,1,1,1,0,102,2,22.1,1975-01-01,2021-12-31
1610,5,70,400,Mexico: Government,850,Government of Mexico - EZLN,"10, 767","Government of Mexico, EZLN",2,"Protocol on the negotiating principles for the peace agreement concluded
between the Government and the Zapatista National Liberation Army
(Ejército zapatista de liberación nacional, EZLN)",1995,1995-09-11,"Peace process agreement 

This agreement is an outcome of the dialogue between the Government of Mexico and EZLN that began in April 1995 in San Miguel. This agreement provides an agenda for dialogue and negotiation to resolve the conflict, ongoing since January 1994.

Regarding the incompatibility, the agreement sets an agenda that aims to address political, economic, social, and cultural causes of the conflict. The agenda specifically highlights the need to address indigenous rights and culture, well-being and development, democracy and justice, and Chiapan women's rights. It also specifies addressing EZLN political and social participation. 

The agreement specifies participants for the forthcoming talks. CONAI and COCOPA are to facilitate the talks, while a plenary assembly, commissions and study groups are designated to discuss, negotiate, and collaborate around the given themes. The commitments reached by these bodies during the dialogue are to be accepted and to appear in the Agreement for Accord and Peacemaking in Justice and Dignity.  The bodies are to have representatives of both EZLN and the government.",The Federal Government; The EZLN,Comprehensive Peace Agreement signed in San Andres on 11 September 1995.,San Miguel Community,,True,1996-09-30,The final San Andrés accord was never implemented and thus further peace talks that were planned in September the same year were suspended by EZLN. No exact date for the ending of the peace accord has been found.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Mex%2019950911.pdf,1,1,3,5,123,1,22.1,1975-01-01,2021-12-31
1070,5,70,400,Mexico: Government,850,Government of Mexico - EZLN,"10, 767","Government of Mexico, EZLN",2,The San Andrés Accords,1996,1996-02-16,"Peace process agreement 

The San Andres Accords was a resolution presenting a series of accompanying agreements for national debating. The agreement reaffirmed commitments to the ""Joint Declaration That the Federal Government and the Ezln Shall Submit to National Debating and Decision-Making Bodies"", ""Joint Proposals That the Federal Government and the Ezln Agree to Submit to National Debating and Decision-Making Bodies, in Respect of Point 1.4 of the Rules of Procedure"", and ""Commitments for Chiapas Made by the State and Federal Governments and the Ezln, in Respect of Point 1.3 of the Rules of Procedure.""

This resolution primarily laid out an agenda and called for further negotiations and dialogue on points related to respect for the diversity of the indigenous population of Chiapas, the conservation of the natural resources and commitment to sustainability efforts, participation of indigenous communities in decision-making processes for expenditure and development plans, and the autonomy for free determination.",EZLN and the Government of Mexico,"Dyadic peace agreement signed 16 February 1996.
The government delegation was led by Marco Antonio Bernal Gutierrez, and the EZLN delegation was coordinated by Commanders ""David"" and ""Tacho""",,The members of the Harmony and Peace Commission (Cocopa) and the National Mediation Commission (Conai) attended the ceremony.,True,1996-09-30,The final San Andrés accord was never implemented and thus further peace talks that were planned in September the same year were suspended by EZLN. No exact date for the ending of the peace accord has been found.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Mex%2019960216.pdf,2,1,3,5,32,1,22.1,1975-01-01,2021-12-31
1615,5,70,400,Mexico: Government,850,Government of Mexico - EZLN,"10, 767","Government of Mexico, EZLN",2,Joint Declaration that the Federal Government and the Ezln Shall Submit to National Debating and Decision-Making Bodies,1996,1996-02-16,"Partial peace agreement

This declaration entails foundations for a new social pact between indigenous peoples, the State, and society based on a new national and local situation for indigenous peoples. 

The agreement addresses the incompatibility by seeking to eradicate discrimination and inequality faced by indigenous peoples. It guarantees indigenous people's rights to cultural difference, habitat, use and enjoyment of territory, community political self-management, development of culture, traditional production systems, and management of development projects. 

The declaration acknowledges the current and historical situation of indigenous peoples and commits to raising their level of well-being, development, and justice including through more inclusive decision-making processes. The agreement recognizes local and indigenous jurisdiction and practices, and commits to greater participation of indigenous peoples at the State level, as well. Basic needs such as health care and housing and rights to intercultural education are affirmed, with special attention paid to services, training, and rights of indigenous women.",EZLN and the Mexican government,Dyadic peace agreement signed 16 February 1996.,,,True,1996-09-30,The final San Andrés accord was never implemented and thus further peace talks that were planned in September the same year were suspended by EZLN. No exact date for the ending of the peace accord has been found.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Mex%2019960216.pdf,2,1,2,1,32,1,22.1,1975-01-01,2021-12-31
